-5.66857	3.11829	4.03628	-0.866734
-17.7686	26.9657	0.278823	0.905478
0.322061	1.02224	-1.23788	2.21834
1.19373	-0.327343	0.663321	-0.647613
0.813842	1.23842	1.82613	2.83744
1.26103	-1.67439	-1.6118	0.768789
-0.408684	1.52115	-1.81678	-0.225475
-1.08792	0.69548	0.290446	1.05901
-1.00093	-3.0038	1.55581	-9.56023
0.844533	-0.0728238	3.72012	0.183352
-1.53114	-1.16708	3.29419	-0.0297336
19.584	-6.14009	-2.19158	-0.527817
-1.98719	2.39712	-0.426005	0.96494
0.439866	15.1587	-0.81759	-1.20292
-0.845518	-0.477036	0.742068	-0.387752
1.45727	2.10502	0.00363859	-0.173038
-0.549461	5.37244	-0.256914	-6.6443
0.234249	0.857274	0.31002	-0.932732
-1.00811	1.13447	0.890573	-1.29879
-8.34759	1.01436	-4.07487	9.39491
0.065528	0.527427	-0.410873	0.904604
-0.215523	-4.88128	-2.05062	-0.506719
0.321472	12.5483	-10.2371	-1.49568
-4.29985	-1.77094	-0.749587	2.84439
28.5222	2.60909	13.9217	-1.29429
-0.404654	0.424754	-0.167369	1.27183
0.762993	1.65873	0.0315975	-0.533416
-0.104033	1.04227	-14.4288	0.893048
-0.35271	-0.216747	27.2139	11.8762
-0.105857	-0.165501	0.568499	-0.0752185
0.283817	-2.28447	0.479135	-4.26072
-0.0499176	2.33801	2.95936	1.06616
-1.11777	0.68631	-2.52574	-2.39003
2.2692	1.90298	1.15393	1.1463
0.314246	1.00937	0.121121	-0.886668
-2.91765	0.727904	1.51262	-0.530691
-0.050706	0.217713	-0.547925	-0.00563655
-0.174885	3.07398	8.28833	1.47045
-3.12441	-2.2933	1.74875	-0.975527
1.38065	0.217796	2.37987	-5.53811
-0.592696	-0.0213413	17.2228	0.0469062
-2.89751	-0.211768	-1.18258	0.796814
1.77225	0.209978	-7.08066	7.14269
2.24024	-0.537391	-5.62071	-0.0572348
23.9448	-0.635016	0.246045	-0.623186
3.49769	67.8646	-0.226539	-1.67488
-0.937402	0.623683	0.628853	0.514048
-3.09705	-0.0627522	-0.933924	-0.149037
0.89403	0.346925	1.41378	-1.70624
0.602883	-0.775423	-0.789196	-0.0494712
0.212172	5.04267	-1.12429	1.08157
-0.542204	4.29148	7.42851	-1.84407
0.198105	1.00056	9.17188	1.0809
-1.79306	1.05436	0.441925	16.3823
2.1125	-2.6967	-0.935977	-0.972221
0.914557	-0.0105473	1.67323	-0.144489
-4.30015	0.147327	3.17463	-0.589937
-0.854317	-0.465027	1.72753	0.013435
-1.50051	-0.210857	1.47672	0.0153064
-2.51563	-0.313316	0.591293	-0.161901
11.1915	1.95794	18.5798	1.96991
5.09229	5.2808	1.60914	2.52809
0.833044	0.149488	-0.89749	-0.917559
-3.36148	-2.64246	23.4456	0.638282
0.266976	-1.50214	-7.55554	1.13594
-0.430919	0.880206	-0.40288	-0.958798
2.24503	0.88686	-11.0682	0.26153
1489.59	-0.442481	3.15823	0.445754
-0.259506	-0.279931	-2.24106	4.38517
1.76503	0.0971731	-0.784922	7.1847
-0.226117	-2.25255	50.0906	-1.5746
-1.28233	3.72012	1.57327	2.10917
0.567166	0.0391109	0.0849763	-0.988289
-0.590237	0.79241	0.263465	-12.0439
-1.00054	3.33727	4.1996	0.716097
7.74929	-0.154264	-0.095406	0.441782
0.616249	0.335246	1.06509	0.673937
115.453	2.31936	2.38555	-1.16962
-3.88817	-0.994187	0.40879	-1.21127
-4.26009	3.26768	2.99156	7.67693
-0.106139	3.25706	-0.110071	1.60795
-0.0186999	1.12012	-1.04819	1.18653
-0.44871	-1.00583	42.5368	2.16079
3.36117	-0.036084	0.21406	-2.47518
1.73355	-0.295671	1.01049	0.205266
-1.18787	1.56553	-1.06278	4.87369
-0.148656	-2.02118	0.47611	9.22645
-0.332993	-0.327818	3.2398	0.110076
-0.842537	-0.147351	-0.227684	1.7685
-0.923258	-8.14668	-0.644908	-0.136805
-0.644354	0.12391	0.946793	-0.545017
1.41727	-2.52165	-0.334991	0.106335
-2.09558	0.0249153	0.100942	0.102556
-2.19093	1.04199	1.0141	2.35888
8.48484	-8.26954	-0.78083	-0.00356817
-0.396844	-9.23205	19.5863	0.336118
-0.853259	0.807766	15.7955	-0.0863971
-3.4188	-9.819	-0.0363244	3.45986
-1.06239	0.0634332	-5.09367	-0.782978
1.03784	0.898628	-0.27233	0.220949
1.28509	2.20339	0.15801	2.44255
-0.063865	-0.0923072	-39.3284	-2.24537
-4.71513	0.342732	0.00741944	1.56417
1.27246	-0.615705	1.51833	-3.38079
1.14243	2.32766	-2.88381	-1.5762
3.05299	-9.37723	-0.29045	-6.1868
-1.30446	-1.11116	0.561596	0.306492
-1.71554	0.81038	1.20774	-0.540144
0.825247	-92.4718	-0.849008	-5.22016
27.1219	-2.25772	-0.170781	2.18216
-0.280951	10.2206	-0.443411	-1.30723
-1.04091	6.64228	0.497799	-3.47892
-0.182883	0.729775	7.54452	-1.35104
-10.7283	0.921431	0.423039	7.67819
-0.671562	4.38199	0.158091	-5.41531
3.12218	-4.26296	1.99676	1.17547
0.328546	-16.1116	0.251352	0.128484
0.375578	0.309905	2.78341	1.3825
5.55868	-4.33935	4.65801	0.285655
-0.387745	-0.879811	-0.70201	-3.35876
-0.948428	-22.09	11.3674	-4.32097
-0.385643	-10.3836	0.1986	-1.6723
5.56755	-28.364	-0.511372	-0.208814
0.861022	-0.584615	4.41068	-4.68099
4.7065	-0.476104	0.798299	-1.75368
-2.59442	-0.358062	-0.413803	59.3323
-0.305056	1.5	-0.0910562	-0.846107
2.77787	-0.341517	-0.310916	-2.88862
1.38532	2.78109	-5.59855	1.47451
2.33966	0.0886639	0.323369	-2.5358
-0.0443719	-0.347733	0.295536	-0.555567
-2.27464	-0.266374	-2.86658	0.276618
3.88268	1.47448	-0.400529	0.747428
-1.16072	2.82366	0.680331	-0.236474
-0.815115	0.119177	-0.65963	1.87581
-2.05447	6.82633	14.0956	2.93468
0.00640141	-0.468563	-0.510621	-0.696743
0.770064	-1.21223	-31.2832	-0.913712
-5.86877	4.13319	-0.406911	0.0923275
1.00995	1.12407	-1.61052	-1.72352
-1.20947	-4.86775	0.179939	0.624818
0.80552	0.305727	19.8837	-1.93573
-42.3625	-0.389078	-0.300915	-0.124639
